"Master Protein Accessions","arabidopsis_chloroplast_1","arabidopsis_chloroplast_2","arabidopsis_mito_1","arabidopsis_mito_2","arabidopsis_nuclear_1","arabidopsis_nuclear_2"
"AT2G04880.1",0,0,5,3,0,0
"AT2G04900.1",0,0,1,1,0,0
"AT2G04940.1",0,0,7,6,0,0
"AT2G05170.1",0,0,1,0,1,1
"AT2G05840.1",0,0,1,0,3,5
"AT2G06050.1",0,0,3,3,7,6
"AT2G07050.1",0,0,4,1,4,3
"AT2G12190.1",0,0,3,1,1,1
"AT2G14120.1",0,0,2,3,2,3
"AT2G14610.1",0,0,1,1,5,0
"AT2G14835.1",0,0,2,1,0,0
"AT2G15020.1",0,0,1,1,0,0
"AT2G15400.1",0,0,3,0,1,1
"AT2G15970.1",0,0,1,0,2,0
"AT2G16270.1",0,0,1,0,0,0
"AT2G16460.1",0,0,9,8,0,1
"AT2G16710.1",0,0,5,4,0,0
"AT2G16930.1",0,0,3,2,0,0
"AT2G17120.1",0,0,1,1,6,6
"AT2G17130.1",0,0,15,11,0,1
"AT2G17410.1",0,0,1,0,0,0
"AT2G17420.1",0,0,5,0,6,7
"AT2G17650.1",0,0,12,7,0,1
"AT2G17720.1",0,0,3,2,1,0
"AT2G17840.1",0,0,5,4,17,10
"AT2G17930.1",0,0,1,2,2,0
"AT2G17980.1",0,0,1,1,3,3
"AT2G18030.1",0,0,2,0,0,0
"AT2G18040.1",0,0,2,1,3,2
"AT2G18210.1",0,0,1,1,0,0
"AT2G18330.1",0,0,21,12,0,0
"AT2G18750.1",0,0,3,0,0,0
"AT2G18770.1",0,0,3,3,0,0
"AT2G18960.1",0,0,7,6,15,13
"AT2G19080.1",0,0,10,8,0,0
"AT2G19480.1",0,0,1,0,7,2
"AT2G19490.1",0,0,2,1,0,0
"AT2G19530.1",0,0,1,0,0,0
"AT2G19680.1",0,0,9,6,1,3
"AT2G19720.1",0,0,1,0,0,0
"AT2G19860.1",0,0,43,28,7,10
"AT2G19950.1",0,0,2,0,0,0
"AT2G20050.1",0,0,1,0,0,0
"AT2G20060.1",0,0,7,6,1,1
"AT2G20140.1",0,0,1,0,7,7
"AT2G20230.1",0,0,1,0,4,3
"AT2G20360.1",0,0,66,58,14,19
"AT2G20390.1",0,0,5,1,0,0
"AT2G20450.1",0,0,2,2,4,3
"AT2G20530.1",0,0,22,8,1,3
"AT2G20630.1",0,0,2,2,9,8
"AT2G20760.1",0,0,2,1,5,5
"AT2G20820.1",0,0,1,1,0,1
"AT2G20830.1",0,0,7,4,0,0
"AT2G20860.1",0,0,8,7,0,0
"AT2G20940.1",0,0,5,2,0,0
"AT2G21390.1",0,0,4,4,6,6
"AT2G21410.1",0,0,1,0,5,4
"AT2G21600.1",0,0,1,1,0,0
"AT2G21640.1",0,0,1,1,0,0
"AT2G21770.1",0,0,2,0,0,1
"AT2G21880.1",0,0,2,1,0,0
"AT2G22500.1",0,0,24,20,6,0
"AT2G22780.1",0,0,6,3,4,4
"AT2G22950.1",0,0,1,1,0,0
"AT2G23090.1",0,0,1,0,1,1
"AT2G23120.1",0,0,3,2,3,2
"AT2G23310.1",0,0,2,2,0,0
"AT2G23370.1",0,0,10,9,0,0
"AT2G23890.1",0,0,1,1,0,0
"AT2G23980.1",0,0,1,0,0,0
"AT2G24180.1",0,0,1,1,2,2
"AT2G24420.1",0,0,4,5,6,9
"AT2G24740.1",0,0,1,0,0,0
"AT2G25110.1",0,0,2,1,2,0
"AT2G25140.1",0,0,5,3,0,0
"AT2G25310.1",0,0,1,0,1,1
"AT2G25450.1",0,0,1,3,7,4
"AT2G25530.1",0,0,3,2,0,0
"AT2G25570.1",0,0,3,1,0,0
"AT2G25650.1",0,0,1,0,0,0
"AT2G26100.1",0,0,2,2,0,0
"AT2G26230.1",0,0,13,6,4,4
"AT2G26240.1",0,0,4,2,1,3
"AT2G26730.1",0,0,1,0,5,7
"AT2G26800.1",0,0,18,13,2,4
"AT2G27170.1",0,0,1,0,0,0
"AT2G27310.1",0,0,1,0,0,0
"AT2G27330.1",0,0,1,0,0,0
"AT2G27490.1",0,0,1,1,0,0
"AT2G27600.1",0,0,1,1,4,2
"AT2G27720.1",0,0,2,0,8,9
"AT2G28430.1",0,0,9,11,0,0
"AT2G28520.1",0,0,1,1,0,1
"AT2G28720.1",0,0,7,4,1,1
"AT2G29080.1",0,0,13,9,0,3
"AT2G29260.1",0,0,2,0,0,0
"AT2G29530.1",0,0,9,9,0,0
"AT2G29560.1",0,0,3,0,1,0
"AT2G29700.1",0,0,2,1,2,1
"AT2G29960.1",0,0,3,2,1,3
"AT2G29990.1",0,0,7,6,0,0
"AT2G30000.1",0,0,1,0,1,0
"AT2G30050.1",0,0,1,0,3,1
"AT2G30110.1",0,0,1,0,13,13
"AT2G30720.1",0,0,7,6,0,0
"AT2G30970.1",0,0,57,52,16,18
"AT2G31060.1",0,0,9,8,0,0
"AT2G31140.1",0,0,4,6,1,0
"AT2G31340.1",0,0,9,5,0,0
"AT2G31350.1",0,0,2,0,0,0
"AT2G31490.1",0,0,10,8,0,0
"AT2G31570.1",0,0,7,3,3,3
"AT2G31725.1",0,0,9,6,0,0
"AT2G31880.1",0,0,3,1,3,0
"AT2G31955.1",0,0,1,2,0,0
"AT2G32060.1",0,0,1,0,1,1
"AT2G32080.1",0,0,1,0,6,6
"AT2G32240.1",0,0,3,2,35,26
"AT2G32400.1",0,0,2,0,0,0
"AT2G32520.1",0,0,1,1,5,5
"AT2G32920.1",0,0,2,1,4,3
"AT2G33120.1",0,0,2,3,4,4
"AT2G33220.1",0,0,3,4,2,3
"AT2G33255.1",0,0,5,3,0,1
"AT2G33585.1",0,0,6,2,0,0
"AT2G33600.1",0,0,15,10,3,0
"AT2G33610.1",0,0,2,0,0,0
"AT2G33820.1",0,0,1,1,0,0
"AT2G34040.1",0,0,8,5,7,4
"AT2G34160.1",0,0,1,1,1,0
"AT2G34310.1",0,0,1,0,2,1
"AT2G34520.1",0,0,2,0,0,0
"AT2G34630.1",0,0,5,5,0,0
"AT2G35010.1",0,0,11,11,4,5
"AT2G35120.1",0,0,7,6,3,5
"AT2G35330.1",0,0,1,0,0,0
"AT2G35605.1",0,0,9,8,0,0
"AT2G35690.1",0,0,1,4,0,1
"AT2G35720.1",0,0,18,11,0,1
"AT2G35736.1",0,0,3,1,0,0
"AT2G35790.1",0,0,4,7,0,0
"AT2G35795.1",0,0,3,3,0,0
"AT2G35810.1",0,0,1,0,1,3
"AT2G35880.1",0,0,1,0,1,1
"AT2G35900.1",0,0,4,0,0,0
"AT2G35940.1",0,0,3,1,0,1
"AT2G36020.1",0,0,1,0,0,0
"AT2G36070.1",0,0,31,26,0,0
"AT2G36340.1",0,0,1,0,0,0
"AT2G36500.1",0,0,1,0,0,0
"AT2G36880.1",0,0,2,2,8,8
"AT2G37170.1",0,0,1,1,3,1
"AT2G37230.1",0,0,20,19,1,0
"AT2G37410.1",0,0,7,3,0,1
"AT2G37710.1",0,0,4,4,3,3
"AT2G38230.1",0,0,1,1,6,5
"AT2G38280.1",0,0,1,2,0,1
"AT2G38380.1",0,0,1,0,0,0
"AT2G38400.1",0,0,3,1,0,0
"AT2G38660.1",0,0,8,4,0,0
"AT2G38670.1",0,0,19,12,3,2
"AT2G38750.1",0,0,1,1,5,0
"AT2G39010.1",0,0,2,2,4,2
"AT2G39270.1",0,0,5,5,0,0
"AT2G39500.1",0,0,1,1,0,0
"AT2G39725.1",0,0,1,0,0,0
"AT2G39795.1",0,0,4,5,1,0
"AT2G39850.1",0,0,4,3,6,15
"AT2G39960.1",0,0,6,4,5,4
"AT2G39990.1",0,0,1,1,5,5
"AT2G40010.1",0,0,1,0,0,0
"AT2G40060.1",0,0,1,1,4,4
"AT2G40090.1",0,0,5,5,0,0
"AT2G40140.1",0,0,2,3,0,0
"AT2G40600.1",0,0,7,4,1,3
"AT2G40660.1",0,0,1,0,6,6
"AT2G40765.1",0,0,5,4,1,2
"AT2G40770.1",0,0,1,0,0,0
"AT2G40800.1",0,0,2,2,0,0
"AT2G40840.1",0,0,1,0,24,32
"AT2G40940.1",0,0,1,0,0,0
"AT2G41090.1",0,0,1,1,1,3
"AT2G41100.1",0,0,1,1,3,0
"AT2G41250.1",0,0,2,1,0,0
"AT2G41475.1",0,0,3,4,1,0
"AT2G41490.1",0,0,1,0,0,2
"AT2G41560.1",0,0,6,3,8,7
"AT2G41600.1",0,0,2,2,0,0
"AT2G41740.1",0,0,1,0,18,10
"AT2G41945.1",0,0,1,0,0,0
"AT2G42210.1",0,0,26,22,1,2
"AT2G42310.1",0,0,2,6,1,1
"AT2G42490.1",0,0,8,7,0,0
"AT2G42500.1",0,0,1,0,4,2
"AT2G42520.1",0,0,2,5,0,5
"AT2G42600.1",0,0,1,2,22,19
"AT2G42690.1",0,0,1,0,4,2
"AT2G42790.1",0,0,9,2,4,2
"AT2G43080.1",0,0,1,0,0,0
"AT2G43360.1",0,0,2,1,0,0
"AT2G43400.1",0,0,16,9,0,0
"AT2G43780.1",0,0,2,2,0,0
"AT2G43850.1",0,0,1,0,0,0
"AT2G43910.1",0,0,1,1,5,3
"AT2G44065.1",0,0,2,2,0,0
"AT2G44160.1",0,0,1,1,8,6
"AT2G44350.1",0,0,58,47,11,11
"AT2G44490.1",0,0,3,4,4,3
"AT2G44525.1",0,0,6,4,0,0
"AT2G44620.1",0,0,3,2,0,0
"AT2G44730.1",0,0,3,3,0,1
"AT2G44790.1",0,0,1,0,2,2
"AT2G45000.1",0,0,1,0,2,0
"AT2G45030.1",0,0,1,0,0,0
"AT2G45060.1",0,0,20,20,3,2
"AT2G45200.1",0,0,3,2,0,0
"AT2G45790.1",0,0,1,0,7,4
"AT2G45810.1",0,0,1,0,2,2
"AT2G45820.1",0,0,8,4,8,8
"AT2G45850.1",0,0,2,1,0,0
"AT2G45980.1",0,0,4,4,0,0
"AT2G46110.1",0,0,10,7,0,1
"AT2G46290.1",0,0,3,0,0,0
"AT2G46320.1",0,0,5,3,0,0
"AT2G46470.1",0,0,4,4,0,0
"AT2G46505.1",0,0,10,9,0,0
"AT2G46540.1",0,0,10,9,0,1
"AT2G47020.1",0,0,3,1,0,0
"AT2G47380.1",0,0,2,1,2,1
"AT2G47470.1",0,0,13,9,13,13
"AT2G47490.1",0,0,6,5,0,0
"AT2G47510.1",0,0,46,46,4,5
"AT2G47710.1",0,0,4,2,3,1
"AT2G47830.1",0,0,1,1,0,0
"AT3G01130.1",0,0,3,2,1,1
"AT3G01290.1",0,0,3,3,8,3
"AT3G01340.1",0,0,1,0,7,5
"AT3G01490.1",0,0,1,0,1,0
"AT3G01520.1",0,0,1,1,2,3
"AT3G01670.1",0,0,6,8,2,0
"AT3G01720.1",0,0,1,0,0,0
"AT3G01740.1",0,0,2,2,0,0
"AT3G01780.1",0,0,1,0,1,1
"AT3G01790.1",0,0,3,3,0,0
"AT3G01800.1",0,0,6,6,1,0
"AT3G02350.1",0,0,2,1,0,0
"AT3G02360.1",0,0,2,4,14,17
"AT3G02420.1",0,0,1,2,1,1
"AT3G02490.1",0,0,2,2,0,0
"AT3G02510.1",0,0,2,0,0,0
"AT3G02530.1",0,0,2,2,2,1
"AT3G02560.1",0,0,1,0,4,3
"AT3G02650.1",0,0,8,10,1,0
"AT3G02880.1",0,0,4,3,12,8
"AT3G03060.1",0,0,14,10,0,0
"AT3G03070.1",0,0,5,4,0,0
"AT3G03150.1",0,0,1,1,2,2
"AT3G03250.1",0,0,9,5,14,19
"AT3G03330.1",0,0,1,0,0,0
"AT3G03420.1",0,0,3,3,0,0
"AT3G03470.1",0,0,1,0,0,0
"AT3G03600.1",0,0,2,4,0,0
"AT3G03780.1",0,0,1,1,13,9
"AT3G03960.1",0,0,2,3,14,16
"AT3G04050.1",0,0,1,0,0,0
"AT3G04120.1",0,0,1,1,3,1
"AT3G04950.1",0,0,2,0,0,0
"AT3G05280.1",0,0,1,0,0,0
"AT3G05570.1",0,0,2,2,0,0
"AT3G05810.1",0,0,1,0,0,0
"AT3G05910.1",0,0,3,1,1,3
"AT3G06010.1",0,0,1,0,0,0
"AT3G06040.1",0,0,5,4,0,0
"AT3G06110.1",0,0,1,0,0,0
"AT3G06300.1",0,0,1,0,7,2
"AT3G06310.1",0,0,3,2,1,0
"AT3G06400.1",0,0,7,15,0,0
"AT3G06483.1",0,0,25,20,0,2
"AT3G06500.1",0,0,1,0,0,0
"AT3G06650.1",0,0,5,2,5,15
"AT3G06720.1",0,0,1,0,1,2
"AT3G06790.1",0,0,2,0,0,0
"AT3G06810.1",0,0,8,7,3,2
"AT3G06850.1",0,0,16,11,1,1
"AT3G07060.1",0,0,5,7,0,0
"AT3G07110.1",0,0,1,3,6,6
"AT3G07160.1",0,0,2,0,1,1
"AT3G07480.1",0,0,10,9,3,3
"AT3G07568.1",0,0,4,4,0,1
"AT3G07680.1",0,0,2,1,2,0
"AT3G07770.1",0,0,31,34,4,2
"AT3G07950.1",0,0,1,0,1,0
"AT3G08510.1",0,0,5,5,11,6
"AT3G08530.1",0,0,1,2,3,4
"AT3G08550.1",0,0,2,1,0,0
"AT3G08610.1",0,0,9,6,1,1
"AT3G08860.1",0,0,1,0,0,0
"AT3G08950.1",0,0,6,4,1,2
"AT3G09200.1",0,0,3,4,5,4
"AT3G09480.1",0,0,1,1,0,0
"AT3G09500.1",0,0,2,6,0,2
"AT3G09640.1",0,0,1,1,0,0
"AT3G09740.1",0,0,1,1,2,4
"AT3G10110.1",0,0,2,1,0,0
"AT3G10160.1",0,0,7,7,0,0
"AT3G10260.1",0,0,1,0,1,1
"AT3G10370.1",0,0,39,37,3,5
"AT3G10380.1",0,0,1,0,4,1
"AT3G10410.1",0,0,1,0,4,8
"AT3G10490.1",0,0,1,0,0,0
"AT3G10650.1",0,0,1,1,0,0
"AT3G10730.1",0,0,3,2,0,0
"AT3G10860.1",0,0,8,8,1,1
"AT3G11070.1",0,0,15,16,2,2
"AT3G11100.1",0,0,1,0,0,0
"AT3G11400.1",0,0,1,0,6,4
"AT3G11770.1",0,0,2,1,3,0
"AT3G11820.1",0,0,2,3,7,5
"AT3G11830.1",0,0,2,2,10,12
"AT3G12050.1",0,0,1,0,5,4
"AT3G12110.1",0,0,1,1,1,0
"AT3G12260.1",0,0,23,22,7,7
"AT3G12370.1",0,0,6,4,0,0
"AT3G12650.1",0,0,4,4,1,1
"AT3G12800.1",0,0,9,5,5,4
"AT3G12810.1",0,0,1,0,0,0
"AT3G13110.1",0,0,11,5,2,3
"AT3G13150.1",0,0,6,3,0,0
"AT3G13160.1",0,0,16,11,0,0
"AT3G13300.1",0,0,1,2,15,12
"AT3G13460.1",0,0,1,0,3,4
"AT3G13580.1",0,0,2,0,5,5
"AT3G13772.1",0,0,3,3,0,0
"AT3G13845.1",0,0,5,1,0,0
"AT3G13860.1",0,0,54,40,6,7
"AT3G13870.1",0,0,3,3,9,6
"AT3G13920.1",0,0,3,0,2,3
"AT3G13930.1",0,0,44,37,7,7
"AT3G14150.1",0,0,3,1,2,0
"AT3G14180.1",0,0,2,1,0,0
"AT3G14620.1",0,0,1,0,0,0
"AT3G14660.1",0,0,5,0,0,2
"AT3G14990.1",0,0,1,1,9,9
"AT3G15020.1",0,0,7,8,2,2
"AT3G15090.1",0,0,20,19,5,5
"AT3G15290.1",0,0,1,0,0,0
"AT3G15395.1",0,0,2,3,0,0
"AT3G15590.1",0,0,11,12,0,0
"AT3G15640.1",0,0,18,14,3,3
"AT3G15660.1",0,0,11,12,2,1
"AT3G15880.1",0,0,5,5,1,0
"AT3G16230.1",0,0,4,3,0,0
"AT3G16420.1",0,0,3,2,6,3
"AT3G16480.1",0,0,13,15,4,3
"AT3G16700.1",0,0,1,0,0,1
"AT3G16780.1",0,0,1,0,0,0
"AT3G16910.1",0,0,3,4,7,4
"AT3G16940.1",0,0,1,1,0,0
"AT3G17390.1",0,0,2,1,11,8
"AT3G17410.1",0,0,2,0,2,2
"AT3G17430.1",0,0,1,0,0,0
"AT3G17440.1",0,0,1,1,1,1
"AT3G17465.1",0,0,4,4,0,0
"AT3G17590.1",0,0,1,0,0,0
"AT3G17910.1",0,0,8,5,0,0
"AT3G18035.1",0,0,16,18,3,1
"AT3G18110.1",0,0,1,0,0,0
"AT3G18190.1",0,0,1,0,11,8
"AT3G18210.1",0,0,1,0,0,0
"AT3G18240.1",0,0,5,3,0,0
"AT3G18280.1",0,0,3,0,0,0
"AT3G18410.1",0,0,6,6,2,4
"AT3G18480.1",0,0,8,4,1,0
"AT3G18580.1",0,0,7,6,0,0
"AT3G18740.1",0,0,5,1,0,0
"AT3G18760.1",0,0,4,3,0,0
"AT3G18990.1",0,0,4,3,0,0
"AT3G19120.1",0,0,2,1,0,0
"AT3G19240.1",0,0,1,1,1,0
"AT3G19340.1",0,0,1,1,0,2
"AT3G19508.1",0,0,4,2,0,0
"AT3G19740.1",0,0,7,8,0,0
"AT3G19820.1",0,0,7,7,7,5
"AT3G20000.1",0,0,39,31,4,2
"AT3G20040.1",0,0,1,1,0,0
"AT3G20050.1",0,0,1,2,14,11
"AT3G20120.1",0,0,1,1,0,0
"AT3G20250.1",0,0,1,1,1,4
"AT3G20670.1",0,0,6,1,1,0
"AT3G20970.1",0,0,7,6,1,0
"AT3G21160.1",0,0,2,0,1,1
"AT3G21400.1",0,0,15,8,2,1
"AT3G21465.1",0,0,2,0,0,0
"AT3G22200.1",0,0,42,27,12,13
"AT3G22220.1",0,0,7,5,0,0
"AT3G22300.1",0,0,5,2,0,0
"AT3G22320.1",0,0,2,0,0,0
"AT3G22330.1",0,0,17,13,0,0
"AT3G22370.1",0,0,14,12,2,3
"AT3G22380.1",0,0,2,0,1,1
"AT3G22520.1",0,0,11,11,2,1
"AT3G22845.1",0,0,1,2,1,1
"AT3G22990.1",0,0,1,1,0,0
"AT3G23270.1",0,0,1,0,0,0
"AT3G23300.1",0,0,9,8,1,0
"AT3G23390.1",0,0,2,0,1,0
"AT3G23450.1",0,0,2,0,3,2
"AT3G23490.1",0,0,1,0,5,9
"AT3G23810.1",0,0,1,0,4,2
"AT3G23820.1",0,0,2,3,1,1
"AT3G23830.1",0,0,1,0,0,0
"AT3G23980.1",0,0,1,1,0,0
"AT3G23990.1",0,0,60,45,12,10
"AT3G24200.1",0,0,9,7,0,0
"AT3G24490.1",0,0,1,0,0,0
"AT3G24503.1",0,0,2,1,13,10
"AT3G24550.1",0,0,1,0,1,1
"AT3G24570.1",0,0,3,2,0,0
"AT3G25070.1",0,0,4,1,2,1
"AT3G25120.1",0,0,1,0,0,0
"AT3G25140.1",0,0,5,4,0,0
"AT3G25230.1",0,0,2,1,18,11
"AT3G25800.1",0,0,2,0,3,3
"AT3G26050.1",0,0,1,0,0,0
"AT3G26170.1",0,0,1,1,1,2
"AT3G26210.1",0,0,1,0,1,0
"AT3G26290.1",0,0,2,1,3,2
"AT3G26360.1",0,0,5,2,0,0
"AT3G26420.1",0,0,1,0,1,1
"AT3G26450.1",0,0,2,1,9,9
"AT3G26760.1",0,0,1,0,0,0
"AT3G26950.1",0,0,1,0,0,0
"AT3G27080.1",0,0,8,10,2,1
"AT3G27240.1",0,0,8,11,3,3
"AT3G27280.1",0,0,6,6,1,0
"AT3G27340.1",0,0,1,2,0,0
"AT3G27360.1",0,0,12,0,0,0
"AT3G27380.1",0,0,8,5,8,7
"AT3G27570.1",0,0,18,14,1,2
"AT3G27820.1",0,0,8,7,5,7
"AT3G27930.1",0,0,9,5,0,0
"AT3G28200.1",0,0,1,0,4,2
"AT3G28480.1",0,0,3,4,2,0
"AT3G28700.1",0,0,4,1,0,0
"AT3G28710.1",0,0,2,1,1,2
"AT3G28715.1",0,0,1,1,1,1
"AT3G28920.1",0,0,1,1,0,0
"AT3G29010.1",0,0,2,1,0,0
"AT3G42050.1",0,0,9,6,10,8
"AT3G43240.1",0,0,4,3,0,0
"AT3G43300.1",0,0,1,1,19,13
"AT3G44100.1",0,0,4,1,2,3
"AT3G44230.1",0,0,1,0,0,0
"AT3G44240.1",0,0,1,0,0,0
"AT3G44330.1",0,0,1,1,3,3
"AT3G44340.1",0,0,1,0,1,1
"AT3G45310.1",0,0,2,3,0,0
"AT3G45740.1",0,0,5,3,0,0
"AT3G45780.1",0,0,13,10,6,5
"AT3G46030.1",0,0,1,0,0,0
"AT3G46520.1",0,0,1,1,0,0
"AT3G46560.1",0,0,27,26,2,1
"AT3G46950.1",0,0,1,0,0,0
"AT3G47370.1",0,0,1,0,1,1
"AT3G47430.1",0,0,3,0,1,0
"AT3G47630.1",0,0,8,1,1,1
"AT3G47833.1",0,0,4,5,1,1
"AT3G47930.1",0,0,46,42,5,8
"AT3G48030.1",0,0,2,1,0,0
"AT3G48140.1",0,0,11,9,4,5
"AT3G48170.1",0,0,3,2,2,4
"AT3G48310.1",0,0,1,0,1,1
"AT3G48850.1",0,0,1,1,0,0
"AT3G48890.1",0,0,1,2,2,2
"AT3G48990.1",0,0,3,1,10,5
"AT3G49080.1",0,0,9,6,0,0
"AT3G49110.1",0,0,1,0,0,0
"AT3G49240.1",0,0,11,9,1,1
"AT3G49360.1",0,0,1,0,2,0
"AT3G49470.1",0,0,3,1,7,2
"AT3G49720.1",0,0,9,9,3,3
"AT3G49725.1",0,0,2,1,0,0
"AT3G49870.1",0,0,1,3,3,4
"AT3G49960.1",0,0,1,0,0,0
"AT3G50590.1",0,0,1,0,1,3
"AT3G50930.1",0,0,30,19,1,0
"AT3G50970.1",0,0,2,0,7,2
"AT3G51010.1",0,0,3,2,0,0
"AT3G51050.1",0,0,1,1,0,1
"AT3G51100.1",0,0,6,5,0,0
"AT3G51160.1",0,0,1,0,7,6
"AT3G51260.1",0,0,1,1,6,1
"AT3G51430.1",0,0,1,0,1,0
"AT3G51450.1",0,0,1,0,0,0
"AT3G51790.1",0,0,2,4,0,0
"AT3G51800.1",0,0,3,4,10,8
"AT3G51830.1",0,0,4,3,0,0
"AT3G51880.1",0,0,1,0,0,0
"AT3G52090.1",0,0,1,0,0,0
"AT3G52140.1",0,0,1,0,6,4
"AT3G52200.1",0,0,29,24,10,8
"AT3G52400.1",0,0,1,0,3,0
"AT3G52570.1",0,0,12,7,0,1
"AT3G52580.1",0,0,1,0,1,1
"AT3G52950.1",0,0,7,8,1,0
"AT3G53020.1",0,0,7,4,5,4
"AT3G53110.1",0,0,1,0,7,6
"AT3G53230.1",0,0,2,2,0,0
"AT3G53300.1",0,0,1,0,0,0
"AT3G53420.1",0,0,2,2,6,4
"AT3G53430.1",0,0,1,7,3,1
"AT3G53520.1",0,0,6,2,1,0
"AT3G53710.1",0,0,1,0,0,0
"AT3G53890.1",0,0,4,2,2,2
"AT3G54140.1",0,0,1,0,1,1
"AT3G54350.1",0,0,1,0,0,0
"AT3G54670.1",0,0,2,0,0,0
"AT3G54760.1",0,0,6,4,4,6
"AT3G54826.1",0,0,1,1,1,1
"AT3G54960.1",0,0,1,0,12,9
"AT3G54980.1",0,0,3,2,0,0
"AT3G55220.1",0,0,1,0,5,3
"AT3G55410.1",0,0,101,89,16,18
"AT3G55560.1",0,0,1,0,0,0
"AT3G55605.1",0,0,2,2,0,0
"AT3G55630.1",0,0,10,9,0,1
"AT3G55770.1",0,0,1,0,2,2
"AT3G56030.1",0,0,2,1,0,0
"AT3G56070.1",0,0,17,19,5,4
"AT3G56110.1",0,0,1,0,1,1
"AT3G56150.1",0,0,1,1,5,4
"AT3G56190.1",0,0,2,0,8,6
"AT3G56210.1",0,0,3,2,0,0
"AT3G56240.1",0,0,3,1,4,4
"AT3G56430.1",0,0,9,7,1,1
"AT3G56460.1",0,0,8,9,7,6
"AT3G56490.1",0,0,1,0,4,4
"AT3G56840.1",0,0,1,1,0,0
"AT3G57020.1",0,0,1,1,3,1
"AT3G57290.1",0,0,1,2,6,5
"AT3G57300.1",0,0,1,1,0,0
"AT3G57330.1",0,0,1,1,5,1
"AT3G57650.1",0,0,2,0,0,0
"AT3G57785.1",0,0,1,0,0,0
"AT3G58170.1",0,0,2,1,0,2
"AT3G58510.1",0,0,4,0,3,2
"AT3G58730.1",0,0,10,10,11,10
"AT3G58750.1",0,0,3,3,1,1
"AT3G58840.1",0,0,10,5,1,0
"AT3G59280.1",0,0,8,7,0,0
"AT3G59500.1",0,0,1,0,2,1
"AT3G59650.1",0,0,2,2,0,0
"AT3G59820.1",0,0,24,22,0,1
"AT3G60140.1",0,0,2,2,0,0
"AT3G60190.1",0,0,3,0,7,7
"AT3G60240.2",0,0,1,1,4,6
"AT3G60245.1",0,0,5,3,3,3
"AT3G60510.1",0,0,10,3,0,0
"AT3G60600.1",0,0,2,0,1,2
"AT3G60820.1",0,0,1,0,6,6
"AT3G60830.1",0,0,1,0,1,0
"AT3G60900.1",0,0,1,0,0,1
"AT3G60960.1",0,0,1,0,0,0
"AT3G61050.1",0,0,4,4,4,7
"AT3G61070.1",0,0,2,0,2,2
"AT3G61110.1",0,0,2,1,0,1
"AT3G61130.1",0,0,2,3,0,1
"AT3G61220.1",0,0,1,0,3,5
"AT3G61260.1",0,0,8,7,10,6
"AT3G61310.1",0,0,1,2,0,0
"AT3G61400.1",0,0,1,0,0,0
"AT3G61520.1",0,0,7,5,0,0
"AT3G61530.1",0,0,8,3,1,1
"AT3G61820.1",0,0,1,0,3,2
"AT3G62360.1",0,0,6,3,6,9
"AT3G62400.1",0,0,1,2,0,0
"AT3G62450.1",0,0,3,1,0,0
"AT3G62600.1",0,0,1,2,5,1
"AT3G62700.1",0,0,3,2,5,19
"AT3G62790.1",0,0,8,0,0,0
"AT3G62810.1",0,0,4,3,0,0
"AT3G62830.1",0,0,4,0,1,0
"AT3G62920.1",0,0,2,3,0,0
"AT3G63080.1",0,0,4,0,0,0
"AT3G63130.1",0,0,6,2,3,1
"AT3G63150.1",0,0,3,4,0,0
"AT3G63260.1",0,0,2,0,3,2
"AT3G63460.1",0,0,2,1,19,18
"AT3G63520.1",0,0,23,21,12,18
"AT3G66654.1",0,0,5,4,1,0
"AT4G00026.1",0,0,1,2,0,1
"AT4G00090.1",0,0,1,0,0,0
"AT4G00100.1",0,0,1,1,8,7
"AT4G00238.1",0,0,6,3,0,0
"AT4G00270.1",0,0,8,5,0,0
"AT4G00355.1",0,0,5,2,0,0
"AT4G00530.1",0,0,5,3,0,0
"AT4G00570.1",0,0,72,61,14,18
"AT4G00585.1",0,0,9,7,0,0
"AT4G00740.1",0,0,5,3,0,0
"AT4G00860.1",0,0,7,11,4,5
"AT4G01100.1",0,0,33,33,4,4
"AT4G01395.1",0,0,1,0,0,0
"AT4G01480.1",0,0,1,1,0,3
"AT4G01660.1",0,0,12,12,0,0
"AT4G01990.1",0,0,1,1,0,0
"AT4G02350.1",0,0,2,0,1,1
"AT4G02500.1",0,0,2,2,0,0
"AT4G02580.1",0,0,23,18,6,5
"AT4G03140.1",0,0,1,3,0,0
"AT4G03200.1",0,0,9,4,4,4
"AT4G03240.1",0,0,5,3,1,1
"AT4G03560.1",0,0,1,2,4,3
"AT4G04180.1",0,0,2,1,0,0
"AT4G04190.1",0,0,2,1,0,0
"AT4G04320.1",0,0,17,12,0,2
"AT4G04340.1",0,0,1,0,0,4
"AT4G04470.1",0,0,2,1,0,1
"AT4G04870.1",0,0,1,0,0,0
"AT4G04910.1",0,0,2,3,7,9
"AT4G05020.1",0,0,61,39,11,12
"AT4G05070.1",0,0,1,0,0,0
"AT4G05160.1",0,0,7,3,7,5
"AT4G05350.1",0,0,2,3,0,0
"AT4G05400.1",0,0,10,7,0,1
"AT4G05590.1",0,0,2,0,0,0
"AT4G06634.1",0,0,1,0,0,0
"AT4G07990.1",0,0,1,1,0,0
"AT4G08900.1",0,0,9,8,2,1
"AT4G09670.1",0,0,1,0,7,6
"AT4G10040.1",0,0,5,5,0,0
