Protein,Cp1_noPF,Cp2_noPF,Mt1_noPF,Mt2_noPF,Lf1_noPF,Lf2_noPF
AT3G60750.1,71277125364,13311032221,1413579456,728733712.1,65467502160,72384474339
AT3G60770.1,0,0,79103870.78,34770407.34,0,0
AT3G60810.1,129486265.7,583315268.8,0,0,0,14363670.11
AT3G60820.1,0,0,26310620.56,0,1290909476,1584474373
AT3G60830.1,0,0,58210681.37,0,38905268,0
AT3G60860.1,0,0,0,0,11088432,0
AT3G60880.1,26343965.01,10685924.44,0,0,0,0
AT3G60900.1,0,0,0,0,0,62344905.34
AT3G60960.1,0,0,54966023.86,0,0,0
AT3G61050.1,0,0,437123389.6,452789177,164112868,595608899.4
AT3G61070.1,0,0,45285958.57,0,78363352,64858041.47
AT3G61080.1,52510345.67,27781016.65,0,0,23541802.5,67884527.47
AT3G61110.1,0,0,128958941.4,671624418.8,591703488,679744966.3
AT3G61130.1,0,0,1190744470,53149187.8,0,0
AT3G61140.1,0,0,0,0,52922660,0
AT3G61220.1,0,0,13222158.52,0,303753324,581226576.6
AT3G61260.1,0,0,954889538.6,1187199901,3030541028,1653669387
AT3G61310.1,0,0,56810999.1,43409207.99,0,0
AT3G61350.1,0,0,0,0,19357864,0
AT3G61430.1,0,0,0,142155003.4,306951688,0
AT3G61440.1,51495837.77,57040273.46,1.20E+11,1.11E+11,5802098927,6889575811
AT3G61470.1,39876633878,51767437435,997534049.9,981049172.5,14253238503,16955457914
AT3G61520.1,0,0,347201590.1,407416453,0,0
AT3G61530.1,0,0,787055891.5,432539929.5,0,51672364.92
AT3G61540.1,35109685.34,0,47860102.7,76582326.86,168980304,280876259.3
AT3G61780.1,0,0,471616880.3,740523467.3,0,0
AT3G61820.1,0,0,0,0,269242232,211143960.3
AT3G61870.1,5518227542,8854761894,120627343,81799455.48,3156093915,2686554430
AT3G61990.1,0,0,0,0,0,51189313.9
AT3G62010.1,0,0,0,0,370375648,0
AT3G62030.1,30311586596,7186933468,462151075.7,646543111.1,25353321978,31069709218
AT3G62110.1,0,0,0,0,111582888,120035539
AT3G62120.1,0,15641255.67,20187067.36,39326279.89,1272768948,679833768.5
AT3G62240.1,0,0,0,0,0,10885066.47
AT3G62360.1,0,0,254178015.1,350729146.3,350219254,547077487
AT3G62370.1,0,0,0,0,0,47630588.62
AT3G62400.1,0,0,370552838.1,838391835.8,0,0
AT3G62410.1,865172501.2,82046663.85,41988538.39,0,1922355320,2228442488
AT3G62450.1,0,0,385616683.6,241082507.9,0,0
AT3G62530.1,139299112,0,10465070523,12135191545,146067100,338967476.4
AT3G62560.1,0,0,0,0,28281840,45058996.19
AT3G62580.1,0,0,0,9063616.127,79097464,48832555.87
AT3G62600.1,0,0,50273705.39,151078815.6,358306439,48184720.02
AT3G62700.1,0,0,77941063.94,43767702.8,278429804,773341438.8
AT3G62750.1,0,0,0,0,212856692,233677555.6
AT3G62790.1,0,0,2935282156,950230656.4,99347536,0
AT3G62810.1,0,0,727680231.5,623877968.3,0,0
AT3G62830.1,0,0,13210502.87,0,0,0
AT3G62870.1,0,20665044.63,36258644.07,21692558.86,300190856,945244091.1
AT3G62910.1,141400955.7,0,0,0,105580452,53610091.92
AT3G62920.1,0,0,290335826.7,528768993.9,0,0
AT3G63080.1,0,0,132360801.7,0,0,0
AT3G63130.1,0,0,271551518.3,59817781.63,115969248,74989877.64
AT3G63140.1,19704149373,2963995921,267889712.2,344628586.5,13954412349,17299848850
AT3G63150.1,0,0,1156897140,475307085.1,0,0
AT3G63160.1,5455968718,4263895376,14164700630,13066875124,12804862592,12679844785
AT3G63170.1,1080543551,329628308.7,57045310.15,0,1065178376,1700332711
AT3G63190.1,11029273257,3128430849,348045061.5,200901207.9,9744072920,7728474644
AT3G63260.1,0,0,57970469.2,0,126902888,0
AT3G63410.1,3876610673,1403863307,698442282.7,541610824.5,2070208776,3535443758
AT3G63460.1,0,0,54053434.31,89710321.55,1979886468,1429168072
AT3G63490.1,15479413688,4690787661,42425084.2,0,8039568466,7031823207
AT3G63520.1,0,0,3225945534,3361628371,1600253638,2908170501
AT3G63540.1,2226414269,848014681.3,0,0,1432007188,1571529889
AT3G66654.1,0,0,885163268.2,964066969.3,50693168,0
AT4G00026.1,0,0,439767242.8,594855461.3,0,0
AT4G00030.1,154443615.2,139949942.3,0,0,97817120,35855269.65
AT4G00090.1,0,0,23120288.97,0,0,0
AT4G00100.1,0,0,39489006.35,57512584.43,33436638,18843329.77
AT4G00170.1,0,0,0,0,17550234,0
AT4G00238.1,0,0,326117147.4,158761907.5,0,0
AT4G00240.1,0,0,0,0,19243746,0
AT4G00260.1,0,23490288.52,0,0,0,0
AT4G00270.1,0,0,726631233.2,211357558.1,0,0
AT4G00290.1,41575290.31,0,835338103.3,1352607251,81477264,82339525.77
AT4G00355.1,0,0,238602102.4,67485794.23,0,0
AT4G00370.1,39610036.28,0,0,0,51285242,0
AT4G00430.1,0,0,75020343,120527499.5,0,0
AT4G00490.1,806462299.9,109301478.6,0,0,1106772731,1343630314
AT4G00520.2,0,0,0,0,0,75824546.93
AT4G00530.1,0,0,1158223982,375062237.2,0,0
AT4G00570.1,0,0,38482253704,34794646926,1278246070,2323658642
AT4G00585.1,0,0,4328139542,5334606946,0,0
AT4G00620.1,350621836.3,75289268.97,0,0,266103084,307345156.2
AT4G00630.1,226626127.9,55072206.81,0,0,41338492,88677894.52
AT4G00740.1,0,0,347061049.3,210305285.1,0,0
AT4G00860.1,0,0,10313058804,10774845385,304730500,306519978.1
AT4G01037.1,136673405.5,12797611.5,0,0,0,0
AT4G01050.1,22200907111,33417863349,1059349392,245483090.2,7664934880,9394199870
AT4G01070.1,0,0,0,0,45688396,140398395.8
AT4G01100.1,0,0,10233759414,13728013694,129016394,144898249.8
AT4G01130.1,0,0,0,0,25981702,0
AT4G01150.1,35420246460,56127205728,785341987.2,734321451.7,18353069569,19175439555
AT4G01310.1,10323100578,1539101877,39851505.34,41356214.76,6774749216,4446989223
AT4G01320.1,0,0,0,0,0,52468696.09
AT4G01370.1,0,0,0,0,440227170,54282454.39
AT4G01480.1,0,0,0,0,0,286445957.5
AT4G01610.1,0,0,0,0,259745194,158039644.5
AT4G01650.1,0,0,0,0,0,15737379.48
AT4G01660.1,0,0,1401068174,1591163751,0,0
AT4G01690.1,4074820980,3610634107,0,0,1050169900,413040455.6
AT4G01700.1,0,0,0,0,294548428,171938550.6
AT4G01800.1,2891214615,769758804.7,19084789.6,0,1316753190,1096337767
AT4G01850.1,0,0,0,0,227241208,74720878.32
AT4G01870.1,0,0,0,0,48565212,0
AT4G01883.1,78896259.14,42742861.61,0,0,114555516,57622385.61
AT4G01897.1,0,0,0,0,0,208292373.3
AT4G01900.1,1491316848,459470022.4,0,0,1107553072,1002123734
AT4G01935.1,32018991.84,11202345.7,0,0,0,0
AT4G01940.1,57430574.9,19467423.43,0,0,90796296,75184029.12
AT4G01990.1,0,0,51994627.29,0,0,0
AT4G02010.1,0,86498185.29,0,0,108749384,0
AT4G02080.1,0,0,0,39583706.69,88486856,151747509.5
AT4G02120.1,0,0,0,0,24805594,59676535.65
AT4G02340.1,0,0,0,0,37028920,69444870.32
AT4G02350.1,0,0,37590413.86,0,18587776,24215489.1
AT4G02405.1,10953124.18,0,0,0,0,0
AT4G02450.1,0,8669537.686,0,0,2382966976,1295255273
AT4G02500.1,0,0,130439923.9,37212616.56,0,0
AT4G02510.1,2339632082,725590148.5,407561568.1,349040013.8,1269297184,1590311150
AT4G02520.1,1257177568,1698846911,4248653502,4392569706,33263727248,20716545155
AT4G02530.1,13338884190,21025492302,497020740.9,277294890.2,6117858176,6798070777
AT4G02570.1,0,0,37214307.91,0,84416672,45110166.67
AT4G02580.1,0,0,19950739657,21223808694,1241436334,1610422276
AT4G02610.1,0,0,0,0,23882896,0
AT4G02620.1,17284817.58,22602999.24,335609565.6,181104359.6,463088384,602155714.3
AT4G02725.1,319814027.2,497521613,0,0,0,376012679.8
AT4G02770.1,586543526.1,1253435958,0,42170590.75,0,0
AT4G02860.1,0,0,0,0,13464764,0
AT4G02930.1,0,0,36648241812,33132668767,1516161231,2434729547
AT4G02980.1,0,0,0,0,0,34615632.09
AT4G02990.1,24119346.21,0,0,0,0,0
AT4G03080.1,0,0,0,0,551933266,231231067.7
AT4G03140.1,0,0,28979115.54,73348826.65,0,0
AT4G03150.1,47546715.27,0,0,0,0,25696053.09
AT4G03200.1,0,0,311710354.3,156456567.1,212995308,279951883.9
AT4G03220.1,0,0,149693063.4,163795907.3,0,0
AT4G03240.1,0,0,1106507740,658698573.4,0,0
AT4G03280.1,43237507290,68221074770,784768047.4,1595554316,21664048516,24700413315
AT4G03520.1,3131731036,1398202034,0,0,3801519136,4828064909
AT4G03550.1,0,0,0,0,13782462,0
AT4G03560.1,0,0,199829725.4,311521799.8,444766914,161815038
AT4G04020.1,4529908670,15663993143,42459143.68,0,4151804332,7624878302
AT4G04040.1,0,0,0,0,136522340,157738170.2
AT4G04180.1,0,0,72343943.33,35839074.43,0,0
AT4G04190.1,0,0,122161626.7,83656966.92,0,0
AT4G04210.1,0,0,0,0,36996220,26702591.2
AT4G04320.1,41220835.37,51394020.32,2722086126,2556810863,0,63030495.26
AT4G04340.1,0,0,55382996.6,0,36743520,124657442.1
AT4G04350.1,93036608.62,0,0,0,238577550,6715030474
AT4G04470.1,0,0,190554856.7,46466899.42,0,23630941.02
AT4G04620.1,0,0,0,0,0,25857097.29
AT4G04640.1,76988532060,1.20E+11,3800106253,3378125331,37417212947,55202303682
AT4G04720.1,0,0,61905334.88,148856148.5,255170854,137359253.8
AT4G04770.1,253915520.3,18026743.37,240510916.7,200653564.2,77392238,160058447.6
AT4G04850.1,57182920.29,78656115.76,0,0,38130676,0
AT4G04910.1,0,0,96409098.25,64660702.01,447326107,522602686.2
AT4G04950.1,0,0,0,0,207808040,251150678.2
AT4G05020.1,0,0,14994529803,11475379565,472104369,556132487.4
AT4G05070.1,0,0,13310212.52,0,0,0
AT4G05090.1,46405575.27,14771333.19,0,0,0,71527216.72
AT4G05150.1,0,0,0,0,74886020,151906082.2
AT4G05160.1,0,0,509145634.6,207514239.6,234876676,162974258.7
AT4G05180.1,74548046535,92231909927,46140119208,47041696854,90144114086,95545022433
AT4G05350.1,0,0,24429473654,21969374894,0,0
AT4G05390.1,144696770.9,0,0,0,228700416,173476268
AT4G05400.1,0,0,822235128,853406015.9,0,63787876.31
AT4G05420.1,0,0,0,0,92555604,57621728.53
AT4G05530.1,0,0,2043199684,1087789691,366347310,499645052.4
AT4G05590.1,0,0,269064033.3,0,0,0
AT4G07990.1,0,0,20489562.37,24547157.27,0,0
AT4G08280.1,20541994.12,0,349824956.3,75563910.82,218290968,0
AT4G08390.1,1494576970,416069357.3,5257977809,4627117729,242433748,1445192817
AT4G08430.1,0,48921047.83,0,0,0,0
AT4G08520.1,0,0,0,0,0,31563084.4
AT4G08790.1,0,0,0,0,0,43736684.91
AT4G08870.1,0,0,20401263485,33710449025,1110356884,2146082881
AT4G08900.1,0,0,3466299311,2943096498,102813416,209029120.8
AT4G08920.1,0,0,0,0,28445878,0
AT4G09000.1,0,0,429288272.2,530930219.4,4301640120,2937334901
AT4G09010.1,28269984795,50670436036,1712008799,1133882248,13343783866,17913740172
AT4G09020.1,597395182.7,63124717.92,0,0,181076982,1608369101
AT4G09040.1,1071705235,187206935.9,0,0,313866720,365870777
AT4G09320.1,106177913.4,71896540.81,645756933.6,1001093774,9639191752,8600540130
AT4G09350.1,0,161152611.9,0,0,32956858,32021202.98
AT4G09570.1,0,0,0,0,77692908,0
AT4G09620.1,116283645.1,0,0,0,0,0
AT4G09650.1,40979449235,1.02E+11,1591427190,1266086540,33926916234,47081078528
AT4G09670.1,0,0,29604097.97,0,1024043506,996164555
AT4G09720.1,0,0,53305402.89,28215484.22,133883056,83408935.07
AT4G09730.1,47522550.27,0,0,0,8023685.5,0
AT4G09750.1,0,10747071.71,71553008.42,56752733.63,0,164032778.9
AT4G09800.1,24489516.56,22045679.97,1581914231,1813840106,6202856360,6575764453
AT4G10000.1,458949198.9,1163485464,0,0,68751926,211628035.7
AT4G10030.1,47112081.02,0,0,0,0,0
AT4G10040.1,0,0,2419576182,2203585797,0,149230412.7
AT4G10050.1,0,0,0,0,93417584.5,42197423.05
AT4G10060.1,0,0,133839674.9,390309470.9,328052027,143739374.9
AT4G10120.1,0,0,0,0,0,533584536.4
AT4G10300.1,1976848418,454706308.7,0,0,2304114264,3450046866
AT4G10320.1,0,0,0,32581124.43,488050572,447857518.5
AT4G10340.1,3.56E+11,5.41E+11,18868191392,17343567517,1.60E+11,1.79E+11
AT4G10360.1,0,0,0,0,28669950,39133639.55
AT4G10450.1,0,0,0,53258133.32,38862376,71950862.32
AT4G10480.1,0,0,0,0,321095430,187922531.3
AT4G10750.1,294369553.8,36081844.37,0,0,107510464,95372927.73
AT4G10790.1,0,0,16191681.52,0,83824114,49692761.02
AT4G10840.1,0,0,0,0,100922922,38467384.04
AT4G11010.1,0,0,58235204862,49774325320,2414396061,3217765131
AT4G11060.1,0,0,738956835.9,396218057.4,0,0
AT4G11120.1,0,0,2987975034,2571081157,47608292,22914854.95
AT4G11150.1,0,65959345.25,5515308068,4627524383,5071018736,6322434745
AT4G11160.1,0,0,0,50653085.85,0,0
AT4G11175.1,86273923.42,28342088.38,0,0,72534664,0
AT4G11260.1,0,0,0,33042967.44,545380982,264246771
AT4G11290.1,0,0,0,0,39889380,122806775.8
AT4G11320.1,37865819.65,48941321.65,147414199.8,250546216.8,0,0
AT4G11380.1,0,0,0,0,136147896,160936035.2
AT4G11420.1,0,0,47748922.2,31245863.12,2114056440,528592573
AT4G11600.1,0,0,2474313775,1559249898,2371740768,4410740186
AT4G11740.1,0,0,0,0,194613360,0
AT4G11820.1,0,0,0,0,0,0
AT4G11850.1,0,0,75756303.26,24710310.08,81289508,0
AT4G11860.1,0,0,0,0,20063144,39690131.91
AT4G11890.1,63918739.57,158636095.9,0,0,0,0
AT4G11960.1,165815750.5,1227758863,0,0,192395384,181823766.3
AT4G11980.1,0,19370191.02,0,57002790.54,0,0
AT4G12060.1,1476942384,253792724.8,0,0,648898212.5,1033575472
AT4G12130.1,0,0,1182655128,746543504.4,20158284,0
AT4G12290.1,0,0,0,0,278989612,2370194445
AT4G12300.1,0,0,0,0,0,31321084.33
AT4G12320.1,0,0,33212845.07,0,0,110502292.2
AT4G12334.1,0,45351874.16,0,0,0,0
AT4G12340.1,0,0,2591454266,2439853714,275649016,96998397.78
AT4G12390.1,0,6827925.871,0,0,39396896,88946907.79
AT4G12420.1,0,0,1889237194,1491836148,3743724360,1625149101
AT4G12590.1,0,0,0,0,194433672,226530096.3
AT4G12650.1,0,0,0,0,100464880,0
AT4G12720.1,0,0,31196227.82,0,672093080,74572706.18
AT4G12730.1,0,0,124699809.7,132782903.1,862820968,1110287314
AT4G12800.1,67990086499,80106810824,837911969.6,813107225,61809600057,53835917253
AT4G12830.1,326051099.3,292196363.1,0,0,0,192804626.5
AT4G12840.1,0,30375900.32,0,0,0,0
AT4G12880.1,13252323.95,0,28198486.55,0,716947712,647239950
AT4G12910.1,0,0,0,0,0,118257597.9
AT4G12980.1,0,0,0,23424089.81,125324556,231792154.3
AT4G13010.1,151725675.5,195644892.8,917861936.5,284743617,803459143,1355527358
AT4G13050.1,34892207.22,0,0,0,8931139,0
AT4G13180.1,0,0,0,0,110229276,0
AT4G13200.1,1153880792,2049361319,0,0,199260104,253005119.5
AT4G13220.1,279276150.2,402376463.3,0,0,0,0
AT4G13340.1,0,68156073.86,0,0,0,0
AT4G13350.1,0,0,0,0,107628556,49074102.86
AT4G13360.1,97958871.96,12049028.95,2897189625,1777789549,564452998,303876914.5
AT4G13430.1,2679285616,428231224.3,0,0,1566278336,996117911.1
AT4G13500.1,342415893.6,0,0,0,275399960,269496005.2
AT4G13510.1,0,0,0,0,113727548,36954250.68
AT4G13550.1,43272350.4,16796237.04,0,0,74211451,24193663.81
AT4G13577.1,0,0,56599074.03,0,0,0
AT4G13615.1,0,0,6432285.805,0,96654128,83325099.66
AT4G13670.1,161552907,271064951.4,0,0,48205324,53316023.8
AT4G13730.1,0,0,0,0,15853745,0
AT4G13770.1,0,0,34854704.84,16649130.25,99195288,124377780.3
AT4G13780.1,0,0,0,0,423289226,240043203.8
AT4G13840.1,0,0,0,0,50373080,66414779.24
AT4G13850.1,0,0,9587746839,8997201289,770724577,1105310162
AT4G13930.1,0,12883469.72,56603473.73,482255278.6,3519272158,2781702554
AT4G13940.1,41281986.8,37262515.83,977282088.2,751109513,8300978673,9360263207
AT4G14030.1,0,0,0,0,451985656,246090886.5
AT4G14040.1,0,0,0,0,379157004,408492682.1
AT4G14070.1,1722669733,938693814,0,0,536383400,1257698277
AT4G14090.1,0,0,0,0,0,1234896320
AT4G14100.1,0,0,0,0,40155460,64629923.77
AT4G14110.1,0,0,0,0,45882012,56250565.87
AT4G14145.1,0,0,57415481.85,89195254.9,0,0
AT4G14160.1,0,0,14411125.26,56321212.36,214590080,261920361
AT4G14210.1,1753153042,2258582963,0,0,1110506751,960745106.1
AT4G14300.1,0,0,0,0,0,43728941.7
AT4G14430.1,0,0,101639404.3,47961042.75,64523276,14221834.69
AT4G14570.1,0,0,0,0,304041160,594495098.7
AT4G14605.1,14593072.4,0,0,0,0,0
AT4G14615.1,0,0,268339055.6,677557558.4,0,0
AT4G14680.1,67251685.81,0,0,0,0,0
AT4G14710.1,0,0,0,0,117814920,9146404290
AT4G14716.1,0,0,0,0,0,125269924.6
AT4G14800.1,0,0,0,0,112130864,200224053.7
AT4G14870.1,854648292.1,923417187.9,0,0,172949806,255467065.8
AT4G14880.1,0,0,2953123550,1273356023,9891751694,6636067546
AT4G14890.1,471812445.5,35832758.9,0,0,293600218,310818897.4
AT4G14900.1,0,0,0,546978330.1,0,0
AT4G14960.1,0,0,0,0,295216942,305783174.7
AT4G15000.1,0,0,102284713.1,42222898.98,950031040,0
AT4G15010.1,0,0,384153768.9,97572963.78,0,0
AT4G15020.1,0,0,106507727.5,15596036.79,0,0
AT4G15110.1,1199619405,524966442,0,0,883416360,1050919586
AT4G15490.1,0,0,0,0,44683796,62100410.09
AT4G15510.1,3793808343,1145111945,18213934.78,0,1233052384,1061218008
AT4G15530.1,1134697437,2099058654,0,0,1153160428,1697261172
AT4G15545.1,0,0,79403322.2,50059450.34,702682476,334718804.4
AT4G15560.1,415551262.1,112202270.5,0,0,85504088,0
AT4G15610.1,0,0,0,0,72359570,0
AT4G15640.1,0,0,116560980.7,386758982.3,0,0
AT4G15802.1,0,0,102174414.5,86010196.56,0,0
AT4G15930.1,0,0,0,0,0,20659390
AT4G15940.1,0,0,2004300858,1212013909,0,0
AT4G16060.1,253412341.7,255086791.3,0,0,116107096,394325679
AT4G16130.1,0,0,0,0,18731938,18783521.73
AT4G16143.1,0,0,15375478.9,0,1120890072,727894182.7
AT4G16150.1,0,0,26595128.02,0,0,0
AT4G16155.1,1420939039,357211833.4,0,0,444308426,225558718.3
AT4G16190.1,0,0,31013553.39,0,55824736,103040060.4
AT4G16210.1,0,14996279.81,400483240.7,419011181.4,39829244,45163080.76
AT4G16260.1,0,0,0,0,0,128198559.4
AT4G16370.1,0,0,0,0,23067756,0
AT4G16390.1,499730529.1,8305073.577,0,0,621070972,0
AT4G16450.1,0,0,13418929978,13282376923,609834106,576911692.1
AT4G16500.1,16341152.74,56493701.38,0,0,1698580256,1117862207
AT4G16580.1,0,0,260015548,146997984.6,0,0
AT4G16660.1,0,0,66980506.71,37370543.21,704659077,465241769.8
AT4G16700.1,0,0,158417918,175639447.7,0,0
AT4G16720.1,20410608.01,13726173.69,255013399.5,578983915,958095780,912085541
AT4G16760.1,0,0,3123153167,2182285812,913717586,438555760.1
AT4G16770.1,0,0,0,0,0,68589329.13
AT4G16800.1,0,0,3215321376,2228239808,0,69749357.21
AT4G16830.1,0,0,3766284276,4653266935,736882652,1255342800
AT4G16970.1,0,19170304.85,0,0,0,0
AT4G16990.1,0,0,0,0,77428552,19615660.42
AT4G17010.1,0,0,73608736.15,29591486.3,0,0
AT4G17040.1,1046037093,176369603.5,0,0,714292056,1169321249
AT4G17050.1,0,0,33182669.11,0,78904096,64507471.08
AT4G17085.1,0,0,361394304.2,557287525.6,29919074,28198257.23
AT4G17090.1,0,0,97625737.75,101645191.6,3973701359,873987425.2
AT4G17100.1,0,0,0,0,353488983,360284013.1
AT4G17140.1,79907654.96,90343152.62,993061711.6,1052245256,83607816,0
AT4G17170.1,0,59045436.76,391491966.9,420325039.5,984750693,583479924.4
AT4G17190.1,0,0,0,0,0,34872431.44
AT4G17210.1,15825047.83,54158794.97,0,0,0,0
AT4G17260.1,0,0,0,0,0,47537717.32
AT4G17300.1,453644874.6,24621487.33,254669361,364810696,498996816,125735419.2
AT4G17330.1,0,0,0,0,0,18544400.13
AT4G17340.1,0,0,0,0,34933955.81,611132667.3
AT4G17360.1,0,0,702563067.8,265113989.4,22156520,0
AT4G17370.1,0,0,0,0,36308340,48642608.83
AT4G17510.1,0,0,0,0,103268188,79722427.47
AT4G17520.1,0,11489947.7,636631651.2,1115998918,663661190,433241541.3
AT4G17530.1,0,66873552.61,0,0,186917872,0
AT4G17560.1,760765096.6,158692872.1,0,0,389800144,297664358.9
AT4G17600.1,3407127475,4314716409,0,0,1354717568,526507367.2
AT4G17650.1,0,0,394247579.1,440783405.9,0,62983823.4
AT4G17720.1,0,0,24179006.84,0,209436152,0
AT4G17740.1,311115960,292093343.7,0,0,33711892,49213991.74
AT4G17750.1,0,0,40595233.91,19176462.68,0,0
AT4G17770.1,0,0,0,0,0,99454766.45
AT4G17830.1,0,0,19074286.13,0,220549200,952030718
AT4G17870.1,0,0,0,0,193875008,131570777.6
AT4G17890.1,0,0,0,0,0,15992483.53
AT4G17950.1,0,0,55103184.54,39075227.67,0,0
AT4G18030.1,0,0,730611161.4,27585020.9,0,0
AT4G18040.1,0,0,0,0,49307520,0
AT4G18070.1,0,0,0,0,14303065,0
AT4G18100.1,0,0,383919279.4,395596683.4,1335248976,299166226.5
AT4G18130.1,0,0,0,61360305.24,0,0
AT4G18240.1,282814912.5,57444653.13,0,0,23707992,0
AT4G18370.1,61616622.18,212285689.4,0,0,0,317027826
AT4G18440.1,6457052616,388524420.3,0,0,1136925712,1031265478
AT4G18480.1,1661807046,91520008.15,0,0,335985472,395484515.3
AT4G18670.1,0,23083710.28,0,0,0,0
AT4G18740.1,73456781.54,10722220.29,0,0,0,0
AT4G18800.1,0,16438112.52,0,0,18778470,14250911.46
AT4G18810.1,714954272.3,52947278.63,0,0,1169740752,1579183810
AT4G18930.1,0,0,0,0,0,62038730.66
AT4G19003.1,0,0,0,0,0,62925442.25
AT4G19006.1,0,0,0,0,110394088,108839842.2
AT4G19100.1,251972946.5,0,0,0,0,0
AT4G19120.1,0,0,18356667.74,121126890.4,25372214,52124507.52
AT4G19170.1,941371997.7,2591548817,75167383.89,48231288.63,843714127,1248530633
AT4G19210.1,0,0,0,0,65972304,213422352.2
AT4G19410.1,56303839.9,205485207.1,77487200.98,0,249268584,1059321175
AT4G19440.1,135514123.5,110072966.1,328113008.8,0,0,4764933312
AT4G19490.1,0,0,0,0,4805838.5,5960582.247
AT4G19510.1,0,0,0,0,0,82907863.79
AT4G19540.1,0,0,195212704.1,189325160.5,0,0
AT4G19640.1,0,0,0,0,114045040,99417396.76
AT4G19710.1,318979260.5,0,0,0,53166214,0
AT4G19830.1,114647733,72060163.28,0,0,0,34950033.2
AT4G19880.1,0,0,112336601.2,91583248.5,275921400,380611269.5
AT4G20020.1,0,0,251124534.5,300413051.4,0,0
AT4G20070.1,0,0,0,0,0,57057672.25
AT4G20130.1,155219870.7,166986006.1,0,0,45232448,27344637.9
AT4G20150.1,0,0,5274594995,4260415372,128221208,140552817.7
AT4G20260.1,366777168.3,256078042.6,3280656329,4455427826,13790832096,12245030816
AT4G20360.1,41290178147,8848425097,5861828627,5053304540,24858451677,25737788679
AT4G20410.1,0,0,18265209.45,24931496.61,52403016,0
AT4G20430.1,0,0,133822241.7,0,0,0
AT4G20440.1,0,0,0,0,214583476,267939134.3
AT4G20760.1,31873228.19,0,10888086761,7339439423,207256144,487215749.9
AT4G20830.1,17878458.47,65735374.4,26245481.48,0,1418840264,629536218.7
AT4G20840.1,0,0,0,0,0,14002712.1
AT4G20850.1,795725926.7,133441085.3,0,0,4203684226,3348029299
AT4G20860.1,0,0,0,0,311589088,0
AT4G20890.1,0,0,0,0,302244080,367084032.7
AT4G20930.1,0,0,576388135.3,765427984.3,0,0
AT4G20960.1,184284310,0,0,0,119002416,56164235.28
AT4G20980.1,0,0,0,0,48510332,48495985.97
AT4G21090.1,0,0,2265681018,1681689239,142636844,61983471.7
AT4G21105.1,0,0,21469402631,17729309458,501529520,86869579.66
AT4G21150.1,0,18325465.26,512805350.5,729859498.7,18067810660,17759663540
AT4G21192.1,0,0,43649054.85,0,0,0
AT4G21210.1,616847474.4,88641467.05,12059937.97,0,102605512,371338637.8
